Unnamed: 0,번호,제목,저자,출판사,출판일,학위논문사항
,78,Machine Learning on Encrypted Data and Homomorphic Comparison = 암호화된 상태에서의 기계학습과 동형 비교연산,김두형,서울대학교 대학원,2021,국내박사
,79,Parallel Processing Systems for Data and Computation Efficiency with Applications to Graph Computing and Machine Learning,"Zhou, Li",The Ohio State University,2019,해외박사(DDOD)
,80,Powering Phosphoproteomics with Large Scale Data Analysis and Machine Learning,"Barente, Anthony S",University of Washington,2022,해외박사(DDOD)
,81,환경 정책이 기업 성과에 미치는 영향 : RUSSELL3000 및 뉴스 미디어 데이터를 통한 실증적 증거 = The Impacts of Environmental Policies on Firm Performance: Empirical Evidence from RUSSELL3000 & News Media Data,주승권,중앙대학교 대학원,2024,국내박사
,82,Evaluating Impacts of Forests and Forest Policy: Methods and Applications Using Satellite Data   [electronic resource],"Garcia, Alberto Gabriel","University of California, Santa Barbara",2023,해외박사(DDOD)
,83,Analysis of flow population types and POI distribution characteristics using location-based data : focusing on Shenzhen in China,자오양,한양대학교 도시대학원,2024,국내석사
,84,(The) study of rice pollen tube growth utilizing omics data and genome editing,홍우종,경희대학교 대학원,2021,국내박사
,85,Analyzing Impacts of Transportation and Non-Transportation Activities on Human Health with an Advanced Platform for Collecting Travel and Physical Activity Data,"Hasan, Raed Abdullah",Western Michigan University,2019,해외박사(DDOD)
,86,Data-Driven Railway Track Deterioration Modeling for Predictive Maintenance,"Ghofrani, Faeze",State University of New York at Buffalo,2020,해외박사(DDOD)
,87,데이터 분포를 이용한 선택적 Skyline 질의 처리 = Adaptive skyline computation based on data distributions,유보선,인하대학교 대학원,2015,국내박사
,88,Machine Learning for Data-driven Biomedical Decision Making,"Luckett, Daniel J",The University of North Carolina at Chapel Hill,2018,해외박사(DDOD)
,89,Geometric Data Organization: Algorithms and Applications,"Stanley, Jay S., III",Yale University,2020,해외박사(DDOD)
,90,Development of a data-driven customer quality model for cellular system and technology policy for the model based autonomous operating system,"Jung, Hyung-lok","Graduate School, Yonsei University",2018,국내박사
,91,High-Resolution Rapid Refresh Model Data Analytics for Wildland Fire Weather Assessment,"Blaylock, Brian Kenneth",The University of Utah,2019,해외박사(DDOD)
,92,Migration and Social Networks: New Insights from Novel Data,"Chi, Guanghua","University of California, Berkeley",2020,해외박사(DDOD)
,93,Alternating Projection-Based Channel Estimation and Data Detection for Massive MIMO System,CHEN YILIANG,아주대학교,2017,국내석사
,94,Thermodynamic Principles of Stochastic Dynamics: Time Symmetries and Data Infinitum,"Yang, Ying-Jen",University of Washington,2022,해외박사(DDOD)
,95,Diffusion-based Approaches to Visualization and Exploration of High-Dimensional Data,"Gigante, Scott Anthony",Yale University,2021,해외박사(DDOD)
,96,Exploration of Statistical Learning Strategies and Their Applications on Medical Image Data for Computer-Aided Diagnosis,"Hu, Yifan",State University of New York at Stony Brook,2017,해외박사(DDOD)
,97,Hierarchical parameter analysis of PCB manufacturing processes using data mining technologies,심현식,"Graduate School, Yonsei University",2014,국내박사
,98,Modeling approaches for cost and cost-effectiveness estimation using observational data,"Li, Jiaqi",University of Pennsylvania,2016,해외박사(DDOD)
,99,Decentralized data management schemes for IoT blockchain,김민경,Ajou University,2019,국내박사
,100,Omics-based Data Mining Approaches in Translational Biomarker Research of Cancer and Chronic Diseases,응웬푸옥롱,서울대학교 대학원,2020,국내박사
,1,딥 러닝 모델을 위한 PCB 문자 데이터 분석 및 확장 기법 : Ndayishimiye Fabrice = PCB Character Data Analysis and Augmentation Techniques for Deep Learning Models,파브리스,계명대학교 대학원,2020,국내석사
,2,Evaluation Models for Safe Ship Operation through Data Driven Approach using AIS Information = AIS 데이터 기반 안전한 선박 운항을 위한 평가 모델에 관한 연구,손우주,한국해양대학교 대학원,2023,국내박사
,3,풀링된 자료에서 로그노말분포 모수 추정법 비교 : 모의실험 연구 = Comparison of statistical estimations based on pooled data of lognormal distribution.,문지은,연세대학교 일반대학원,2020,국내석사
,4,Identifying stress-related genes and predicting stress types in a heterogeneous time-series data,강동원,서울대학교 대학원,2018,국내석사
,5,Strategic Marketing in Intercollegiate Athletics: An Analysis of the Football Marketing Directors in the Big Ten Conference,"Benedek, Jonathan J",Indiana University,2021,해외박사(DDOD)
,6,Feature Extraction and Data-driven Analysis for STEM-derived Multi-dimensional Data = 특징 추출과 데이터 기반의 다차원 주사투과전자현미경 분석 방법론 개발,류진석,서울대학교 대학원,2022,국내박사
,7,Development of computational methods for identifying cancer biomarkers from high-throughput data,전유경,이화여자대학교 대학원,2015,국내박사
,8,Enriching Training Data for Named Entity Recognition Task from Short Text Streams on Twitter = 트위트 단문 스트림에서의 개체명 인식을 위한 트레이닝 데이터의 확장,Van Cuong Tran,영남대학교 대학원,2017,국내박사
,9,3D hand pose estimation using an appearance-based particle Filter from depth data,유수곤,"Graduate School, Korea University",2012,국내석사
,10,Towards Efficient and Scalable Data Delivery in Edge-Cloud for Large-Scale IoT Applications with Distributed Publish/Subscribe Brokers,Pham Van Nam,경희대학교 대학원,2022,국내박사
,11,Multisensor data fusion and routing based on machine learning technique for WSN,"Ullah, Ihsan",Sungkyunkwan University,2019,국내박사
,12,Nucleus Sampling-Based Synthetic Parallel Data Generation Method for Neural Machine Translation = 신경망 기계 번역을 위한 뉴클러스 샘플링 기반의 가상 병렬 데이터 생성 방법,Xu Guanghao,서강대학교 일반대학원,2023,국내박사
,13,Coping with Data-sparsity in Example-based Machine Translation,"Gangadharaiah, Rashmi",Carnegie Mellon University,2011,해외박사(DDOD)
,14,Energy-efficient Delay-constrained Data-gathering Scheme using Multiple Mobile Data Collectors,다스굽타 룸파,The Graduate School of the University of Ulsan,2017,국내석사
,15,Learning extra representation by knowledge distillation and adversarial training without extra training data,"Jeon, Hyeonseong",Sungkyunkwan university,2021,국내석사
,16,Cube-space data mining,"Chen, Bee-Chung",The University of Wisconsin - Madison,2008,해외박사(DDOD)
,17,"Boundaries and Policing: Space, Jurisdictions, and Roles in the Collection of Official Crime Data","Barnett-Ryan, Cynthia",West Virginia University,2019,해외박사(DDOD)
,18,Automating Memory Management in Data Analytics,"Kunjir, Mayuresh",Duke University,2019,해외박사(DDOD)
,19,Empirical research of the influencing factors on stock return : panel data regression based on Chinese A-share market,장봉,동국대학교,2020,국내석사
,20,Networked Data Analytics: Network Comparison and Applied Graph Signal Processing,"Huang, Weiyu",University of Pennsylvania,2018,해외박사(DDOD)
,21,EPC Information Services: Data Model and Event Queries,"Tuyen, Nguyen Thi Thanh",경희대학교,2008,국내석사
,22,Measuring the Elasticity of Talent Supply in European Football Leagues: Implications for Financial Fair Play in the Big Five Leagues,김재엽,성균관대학교 일반대학원,2016,국내석사
,23,Intelligent data selection and semi-supervised learning for support vector regression,김동일,서울대학교 대학원,2013,국내박사
,24,Selective data deduplication and buffer cache management for primary storage system = 주 저장 장치를 위한 선택적 중복 제거 및 버퍼캐시 관리 기법,박세진,Pohang University of Science and Technology,2016,국내박사
,25,Investigation of addressing and servo method for data format in holographic data storage : angle multiplexing and shift multiplexing = 홀로그래픽 저장장치의 데이터 포멧을 위한 어드레싱 및 서보 기법에 대한 연구 : 각 다중화와 이동 다중화,최진영,"Graduate School, Yonsei University",2006,국내박사
,26,Analysis of humor in audiovisual translation : Focusing on The U.S. sitcom series <The Big Bang Theory>,이군호,한국외국어대학교 대학원,2024,국내석사
,27,Models for Limited Labeled Time Series Data with Applications in Sleep Science   [electronic resource],"Aggarwal, Karan",University of Minnesota,2023,해외박사(DDOD)
,28,Role of transforming growth factor-b-induced gene product (big-h3/TGFBIp) in monocytes and platelets : 단핵세포와 혈소판에서의 big-h3/TGFBIp의 기능,김하정,경북대학교 대학원,2008,국내박사
,29,(The) effect of the frequency of internet use on subjective well-being : The moderating effect of big five personality traits,"Luo, Xuewen",Sungkyunkwan University,2024,국내석사
,30,Development of ultra-­fast and high-­performing variant callers from whole-­genome sequencing data,최민학,한양대학교 대학원,2023,국내박사
,31,6MapNet: Characterizing Soccer Players via a Deep Embedding of GPS Data = GPS 데이터 임베딩을 통한 축구선수 특성 표현,김현성,서울대학교 대학원,2021,국내석사
,32,Algorithms for Analyzing Spatio-temporal Data,"Nath, Abhinandan",Duke University,2018,해외박사(DDOD)
,33,Evaluate digitalization effect on data categorization versus paper flow system used for visits registration of health conditionality in Egypt (comparative retrospective study),Abdelrahman Mohamed Mohamed Elsayad Belal,"Graduate School of Public Health, Yonsei University",2024,국내석사
,34,An investigation of the Big Five and narrow personality traits in relation to academic performance,"Rogers, Craig Lancer",The University of Tennessee,2005,해외박사(DDOD)
,35,A Research on Real-time Localization and 3D Points Classification System for Autonomous Driving using Sensor Fused data of LiDAR and Vision = 자율주행을 위한 실시간 Localization과 LiDAR와 Vision 센서의 융합된 데이터를 이용한 3D Points Classification 시스템에 대한 연구,Hyunwoo Kim,국민대학교 자동차공학전문대학원,2022,국내석사
